Fecha,Ejercicio,Mes,Grupo,Tipo,CuentaContable,DescripcionCuenta,ClienteID,ProductoID,Importe
18/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,2,7,3232
19/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,20,4,23752
19/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,45,10,-984
19/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,6,7,15846
19/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,16,12,12185
19/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,21,11,1916
19/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,27,9,18058
19/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,42,4,10687
19/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,21,1,1934
19/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,34,12,21441
19/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,14,10,5866
20/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,7,6,-792
20/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,40,11,16467
20/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,40,1,20938
20/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,27,3,1129
20/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,9,9,10107
20/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,30,7,-2230
20/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,7,3,5783
20/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,34,8,1408
20/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,31,12,8355
20/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,5,6,22591
20/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,3,9,17366
20/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,16,4,15126
20/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,31,4,13534
20/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,6,10,16419
21/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,14,9,4984
21/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,9,3,18812
21/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,7,11,16820
21/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,34,9,-3925
21/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,32,8,3016
21/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,14,5,2144
21/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,19,1,-1478
21/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,29,9,4263
21/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,19,8,15480
21/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,36,2,15550
21/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,2,5,6207
21/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,5,8,7163
21/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,37,7,3093
22/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,42,3,25789
22/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,28,5,20158
22/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,34,4,-2993
22/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,41,10,-321
22/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,33,11,5052
22/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,41,7,-4619
22/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,43,7,-2940
22/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,26,2,2377
22/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,46,2,9689
23/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,5,2,5919
23/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,20,7,1987
23/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,16,6,10207
23/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,50,6,14490
23/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,1,3,-2379
23/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,1,6,13518
23/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,40,6,12403
23/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,35,9,23603
24/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,17,1,16995
24/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,17,5,5964
24/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,47,1,5072
24/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,13,1,22892
24/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,45,6,22303
24/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,42,2,-1039
24/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,18,8,3474
24/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,21,9,9727
24/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,28,7,11446
24/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,40,10,17165
25/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,9,3,18438
25/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,2,4,4448
25/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,24,11,7749
25/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,8,1,6671
25/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,36,4,5734
25/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,31,12,6583
25/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,22,8,7506
26/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,24,2,11394
26/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,30,4,22356
26/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,27,11,22119
26/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,12,5,-2562
26/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,11,10,18683
26/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,12,2,6884
26/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,27,3,23878
27/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,26,11,18519
27/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,21,12,5207
27/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,24,12,17535
27/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,47,3,20620
27/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,26,10,3939
28/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,26,11,-1873
28/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,1,7,4052
28/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,22,2,-2441
28/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,8,5,19193
28/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,20,10,14511
28/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,26,8,-4384
29/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,4,5,-1206
29/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,35,5,22221
29/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,44,8,21406
29/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,50,1,-4382
29/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,39,8,23235
29/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,29,11,5585
29/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,33,6,5644
29/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,39,3,-1015
29/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,25,9,6324
29/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,49,5,8772
29/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,44,1,14631
29/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,39,4,13257
29/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,40,12,23373
29/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,23,11,-1459
30/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,4,5,14600
30/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,22,12,1047
30/01/2023,2023,1,7,Ingreso,701000,Ventas de productos terminados,32,8,12515
30/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,26,2,13028
30/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,10,9,5034
30/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,43,4,20688
30/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,15,3,15300
31/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,8,12,7183
31/01/2023,2023,1,7,Ingreso,702000,Ventas de subproductos,48,2,16349
31/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,43,5,-2460
31/01/2023,2023,1,7,Ingreso,700000,Ventas de mercaderías,4,11,23543
31/01/2023,2023,1,7,Ingreso,706000,Ingresos accesorios,19,9,20797
31/01/2023,2023,1,7,Ingreso,704000,Descuentos sobre ventas,7,2,-340
31/01/2023,2023,1,7,Ingreso,705000,Prestaciones de servicios,21,12,19919
01/02/2023,2023,2,7,Ingreso,704000,Descuentos sobre ventas,2,11,-5009
01/02/2023,2023,2,7,Ingreso,702000,Ventas de subproductos,22,3,7614
01/02/2023,2023,2,7,Ingreso,700000,Ventas de mercaderías,49,2,3950
01/02/2023,2023,2,7,Ingreso,704000,Descuentos sobre ventas,11,8,-817
01/02/2023,2023,2,7,Ingreso,702000,Ventas de subproductos,37,2,14618
01/02/2023,2023,2,7,Ingreso,706000,Ingresos accesorios,37,2,22121
01/02/2023,2023,2,7,Ingreso,706000,Ingresos accesorios,10,6,14728
01/02/2023,2023,2,7,Ingreso,704000,Descuentos sobre ventas,15,1,-767
02/02/2023,2023,2,7,Ingreso,700000,Ventas de mercaderías,17,3,13878
02/02/2023,2023,2,7,Ingreso,700000,Ventas de mercaderías,10,1,7599
02/02/2023,2023,2,7,Ingreso,705000,Prestaciones de servicios,41,10,9931
02/02/2023,2023,2,7,Ingreso,706000,Ingresos accesorios,5,11,23774
02/02/2023,2023,2,7,Ingreso,700000,Ventas de mercaderías,38,11,9256
02/02/2023,2023,2,7,Ingreso,705000,Prestaciones de servicios,32,5,12296
02/02/2023,2023,2,7,Ingreso,701000,Ventas de productos terminados,12,12,18947
02/02/2023,2023,2,7,Ingreso,701000,Ventas de productos terminados,37,10,11110
02/02/2023,2023,2,7,Ingreso,705000,Prestaciones de servicios,47,9,6261
02/02/2023,2023,2,7,Ingreso,705000,Prestaciones de servicios,22,11,13518
02/02/2023,2023,2,7,Ingreso,701000,Ventas de productos terminados,28,5,18893
02/02/2023,2023,2,7,Ingreso,702000,Ventas de subproductos,33,2,5140
02/02/2023,2023,2,7,Ingreso,702000,Ventas de subproductos,25,10,21793
03/02/2023,2023,2,7,Ingreso,705000,Prestaciones de servicios,16,1,10916
03/02/2023,2023,2,7,Ingreso,700000,Ventas de mercaderías,36,10,5891
03/02/2023,2023,2,7,Ingreso,704000,Descuentos sobre ventas,38,10,-4030
03/02/2023,2023,2,7,Ingreso,704000,Descuentos sobre ventas,31,7,-323
03/02/2023,2023,2,7,Ingreso,705000,Prestaciones de servicios,22,11,19136
03/02/2023,2023,2,7,Ingreso,704000,Descuentos sobre ventas,10,5,-451
03/02/2023,2023,2,7,Ingreso,702000,Ventas de subproductos,12,1,12753
03/02/2023,2023,2,7,Ingreso,702000,Ventas de subproductos,27,8,17957
03/02/2023,2023,2,7,Ingreso,700000,Ventas de mercaderías,30,3,5097
03/02/2023,2023,2,7,Ingreso,702000,Ventas de subproductos,49,11,2656
03/02/2023,2023,2,7,Ingreso,705000,Prestaciones de servicios,38,6,18960
03/02/2023,2023,2,7,Ingreso,700000,Ventas de mercaderías,33,11,1374
03/02/2023,2023,2,7,Ingreso,700000,Ventas de mercaderías,41,6,18952
04/02/2023,2023,2,7,Ingreso,700000,Ventas de mercaderías,3,4,12969
04/02/2023,2023,2,7,Ingreso,700000,Ventas de mercaderías,17,3,11906
04/02/2023,2023,2,7,Ingreso,704000,Descuentos sobre ventas,35,3,-4047
04/02/2023,2023,2,7,Ingreso,706000,Ingresos accesorios,4,2,16221
04/02/2023,2023,2,7,Ingreso,702000,Ventas de subproductos,1,9,24333
04/02/2023,2023,2,7,Ingreso,706000,Ingresos accesorios,9,10,15563
05/02/2023,2023,2,7,Ingreso,700000,Ventas de mercaderías,29,8,20852
05/02/2023,2023,2,7,Ingreso,701000,Ventas de productos terminados,2,10,12641
05/02/2023,2023,2,7,Ingreso,700000,Ventas de mercaderías,17,6,17848
05/02/2023,2023,2,7,Ingreso,700000,Ventas de mercaderías,50,2,12496
05/02/2023,2023,2,7,Ingreso,705000,Prestaciones de servicios,38,4,25242
05/02/2023,2023,2,7,Ingreso,701000,Ventas de productos terminados,10,1,24098
05/02/2023,2023,2,7,Ingreso,706000,Ingresos accesorios,13,1,7578
05/02/2023,2023,2,7,Ingreso,704000,Descuentos sobre ventas,20,9,-4510
05/02/2023,2023,2,7,Ingreso,705000,Prestaciones de servicios,39,6,6384
