Unnamed: 0;Fecha;Ejercicio;Mes;Grupo;Tipo;CuentaContable;DescripcionCuenta;ClienteID;ProductoID;Importe
143;17/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;338
144;18/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-22063
145;18/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-18523
146;18/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-11444
147;18/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-13253
148;18/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-4324
149;18/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-21110
150;18/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-10175
151;18/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-4764
152;18/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-14631
153;18/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;2924
154;19/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-20801
155;19/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-16602
156;19/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-4825
157;19/01/2023;2023;1;6;Gasto;625000;Primas de seguros;0;0;-20488
158;19/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;536
159;19/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-753
160;19/01/2023;2023;1;6;Gasto;621000;Arrendamientos y cánones;0;0;-3120
161;19/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-22302
162;20/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-16802
163;20/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-6606
164;20/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-26159
165;20/01/2023;2023;1;6;Gasto;625000;Primas de seguros;0;0;-12822
166;20/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-16940
167;20/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-24615
168;20/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-25286
169;20/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-16555
170;20/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;3897
171;20/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-6580
172;20/01/2023;2023;1;6;Gasto;625000;Primas de seguros;0;0;-24039
173;21/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-15043
174;21/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-16488
175;21/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-26021
176;21/01/2023;2023;1;6;Gasto;621000;Arrendamientos y cánones;0;0;-8810
177;21/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-19128
178;21/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-2367
179;21/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-12235
180;21/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-3360
181;22/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-25229
182;22/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-2288
183;22/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-1581
184;22/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-20060
185;22/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-16178
186;22/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-10570
187;22/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-7962
188;22/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;676
189;23/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-6888
190;23/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-9284
191;23/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-11426
192;23/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-11484
193;23/01/2023;2023;1;6;Gasto;621000;Arrendamientos y cánones;0;0;-5110
194;23/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-16843
195;23/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-25229
196;23/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-2441
197;23/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-10041
198;23/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;1191
199;23/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;1285
200;23/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-4792
201;23/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-26370
202;23/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-22033
203;24/01/2023;2023;1;6;Gasto;621000;Arrendamientos y cánones;0;0;-24856
204;24/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-1064
205;24/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-23664
206;24/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-8523
207;24/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-16667
208;24/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-24195
209;24/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-23849
210;24/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-6399
211;24/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-12131
212;24/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;2668
213;24/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-18230
214;25/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-24513
215;25/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-5850
216;25/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-25986
217;25/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-26976
218;25/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-3791
219;25/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-3170
220;25/01/2023;2023;1;6;Gasto;602000;Otros aprovisionamientos;0;0;-22070
221;25/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-8085
222;25/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-23263
223;26/01/2023;2023;1;6;Gasto;623000;Servicios profesionales independientes;0;0;-13833
224;26/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-19474
225;26/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-21955
226;26/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-4976
227;26/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-14999
228;27/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-26530
229;27/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-20758
230;27/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-22515
231;27/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-16701
232;27/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-1010
233;28/01/2023;2023;1;6;Gasto;606000;Descuentos sobre compras;0;0;2446
234;28/01/2023;2023;1;6;Gasto;625000;Primas de seguros;0;0;-4973
235;28/01/2023;2023;1;6;Gasto;626000;Servicios bancarios;0;0;-13107
236;28/01/2023;2023;1;6;Gasto;621000;Arrendamientos y cánones;0;0;-13557
237;28/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-7625
238;28/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-16305
239;28/01/2023;2023;1;6;Gasto;621000;Arrendamientos y cánones;0;0;-20197
240;29/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-12369
241;29/01/2023;2023;1;6;Gasto;601000;Compras de materias primas;0;0;-15597
242;29/01/2023;2023;1;6;Gasto;625000;Primas de seguros;0;0;-5846
243;29/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-2638
244;29/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-7259
245;30/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-18191
246;30/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-20926
247;30/01/2023;2023;1;6;Gasto;600000;Compras de mercaderías;0;0;-13140
248;30/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-18712
249;30/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-18703
250;30/01/2023;2023;1;6;Gasto;622000;Reparaciones y conservación;0;0;-14082
251;30/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-24085
252;30/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-17163
253;30/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-5908
254;30/01/2023;2023;1;6;Gasto;628000;Suministros;0;0;-14602
255;30/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-13773
256;31/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-21140
257;31/01/2023;2023;1;6;Gasto;624000;Transportes;0;0;-1532
258;31/01/2023;2023;1;6;Gasto;640000;Sueldos y salarios;0;0;-8821
259;31/01/2023;2023;1;6;Gasto;625000;Primas de seguros;0;0;-15395
260;31/01/2023;2023;1;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-8963
261;31/01/2023;2023;1;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-3187
262;01/02/2023;2023;2;6;Gasto;602000;Otros aprovisionamientos;0;0;-17445
263;01/02/2023;2023;2;6;Gasto;628000;Suministros;0;0;-10814
264;01/02/2023;2023;2;6;Gasto;600000;Compras de mercaderías;0;0;-1507
265;01/02/2023;2023;2;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-24467
266;01/02/2023;2023;2;6;Gasto;640000;Sueldos y salarios;0;0;-18482
267;01/02/2023;2023;2;6;Gasto;626000;Servicios bancarios;0;0;-17547
268;01/02/2023;2023;2;6;Gasto;625000;Primas de seguros;0;0;-10947
269;01/02/2023;2023;2;6;Gasto;621000;Arrendamientos y cánones;0;0;-7112
270;01/02/2023;2023;2;6;Gasto;600000;Compras de mercaderías;0;0;-11146
271;02/02/2023;2023;2;6;Gasto;602000;Otros aprovisionamientos;0;0;-4716
272;02/02/2023;2023;2;6;Gasto;640000;Sueldos y salarios;0;0;-12031
273;02/02/2023;2023;2;6;Gasto;606000;Descuentos sobre compras;0;0;1991
274;02/02/2023;2023;2;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-6750
275;02/02/2023;2023;2;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-16311
276;02/02/2023;2023;2;6;Gasto;623000;Servicios profesionales independientes;0;0;-1635
277;02/02/2023;2023;2;6;Gasto;600000;Compras de mercaderías;0;0;-3537
278;02/02/2023;2023;2;6;Gasto;601000;Compras de materias primas;0;0;-18212
279;02/02/2023;2023;2;6;Gasto;640000;Sueldos y salarios;0;0;-7356
280;03/02/2023;2023;2;6;Gasto;626000;Servicios bancarios;0;0;-11224
281;03/02/2023;2023;2;6;Gasto;626000;Servicios bancarios;0;0;-16783
282;03/02/2023;2023;2;6;Gasto;625000;Primas de seguros;0;0;-5470
283;03/02/2023;2023;2;6;Gasto;624000;Transportes;0;0;-13642
284;03/02/2023;2023;2;6;Gasto;625000;Primas de seguros;0;0;-16361
285;03/02/2023;2023;2;6;Gasto;622000;Reparaciones y conservación;0;0;-17489
286;03/02/2023;2023;2;6;Gasto;600000;Compras de mercaderías;0;0;-6672
287;03/02/2023;2023;2;6;Gasto;625000;Primas de seguros;0;0;-12031
288;03/02/2023;2023;2;6;Gasto;628000;Suministros;0;0;-25638
289;03/02/2023;2023;2;6;Gasto;606000;Descuentos sobre compras;0;0;1166
290;03/02/2023;2023;2;6;Gasto;602000;Otros aprovisionamientos;0;0;-3043
291;03/02/2023;2023;2;6;Gasto;628000;Suministros;0;0;-10292
292;04/02/2023;2023;2;6;Gasto;602000;Otros aprovisionamientos;0;0;-3862
293;04/02/2023;2023;2;6;Gasto;621000;Arrendamientos y cánones;0;0;-6530
294;04/02/2023;2023;2;6;Gasto;625000;Primas de seguros;0;0;-15260
295;04/02/2023;2023;2;6;Gasto;606000;Descuentos sobre compras;0;0;864
296;04/02/2023;2023;2;6;Gasto;623000;Servicios profesionales independientes;0;0;-3452
297;05/02/2023;2023;2;6;Gasto;640000;Sueldos y salarios;0;0;-17499
298;05/02/2023;2023;2;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-1960
299;05/02/2023;2023;2;6;Gasto;626000;Servicios bancarios;0;0;-5654
300;05/02/2023;2023;2;6;Gasto;600000;Compras de mercaderías;0;0;-4248
301;05/02/2023;2023;2;6;Gasto;623000;Servicios profesionales independientes;0;0;-2745
302;06/02/2023;2023;2;6;Gasto;601000;Compras de materias primas;0;0;-17667
303;06/02/2023;2023;2;6;Gasto;623000;Servicios profesionales independientes;0;0;-12354
304;06/02/2023;2023;2;6;Gasto;640000;Sueldos y salarios;0;0;-20258
305;06/02/2023;2023;2;6;Gasto;628000;Suministros;0;0;-25153
306;06/02/2023;2023;2;6;Gasto;624000;Transportes;0;0;-23733
307;06/02/2023;2023;2;6;Gasto;622000;Reparaciones y conservación;0;0;-16281
308;06/02/2023;2023;2;6;Gasto;623000;Servicios profesionales independientes;0;0;-2935
309;06/02/2023;2023;2;6;Gasto;601000;Compras de materias primas;0;0;-19325
310;06/02/2023;2023;2;6;Gasto;601000;Compras de materias primas;0;0;-8523
311;06/02/2023;2023;2;6;Gasto;622000;Reparaciones y conservación;0;0;-10380
312;06/02/2023;2023;2;6;Gasto;621000;Arrendamientos y cánones;0;0;-4311
313;06/02/2023;2023;2;6;Gasto;626000;Servicios bancarios;0;0;-19283
314;06/02/2023;2023;2;6;Gasto;600000;Compras de mercaderías;0;0;-16717
315;06/02/2023;2023;2;6;Gasto;622000;Reparaciones y conservación;0;0;-1492
316;07/02/2023;2023;2;6;Gasto;626000;Servicios bancarios;0;0;-24567
317;07/02/2023;2023;2;6;Gasto;626000;Servicios bancarios;0;0;-1111
318;07/02/2023;2023;2;6;Gasto;601000;Compras de materias primas;0;0;-4766
319;07/02/2023;2023;2;6;Gasto;602000;Otros aprovisionamientos;0;0;-24342
320;07/02/2023;2023;2;6;Gasto;627000;Publicidad, propaganda y relaciones públicas;0;0;-21871
321;07/02/2023;2023;2;6;Gasto;622000;Reparaciones y conservación;0;0;-2246
322;07/02/2023;2023;2;6;Gasto;621000;Arrendamientos y cánones;0;0;-21126
323;07/02/2023;2023;2;6;Gasto;628000;Suministros;0;0;-18656
324;07/02/2023;2023;2;6;Gasto;602000;Otros aprovisionamientos;0;0;-5370
325;07/02/2023;2023;2;6;Gasto;642000;Seguridad Social a cargo de la empresa;0;0;-12261
